Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Change
2021-01-04 00:00:00-05:00,130.56318890080564,130.65119225976613,123.95288776509372,126.54420471191406,143301900,0.0,0.0,0.0
2021-01-05 00:00:00-05:00,126.03576207767944,128.82265549752282,125.58594209926646,128.1088104248047,97664900,0.0,0.0,1.564605712890625
2021-01-06 00:00:00-05:00,124.89164039803204,128.14789930215,123.5813108332451,123.79644012451172,155088000,0.0,0.0,-4.312370300292969
2021-01-07 00:00:00-05:00,125.51743102697752,128.71502010281802,125.02850367254412,128.02073669433594,109578200,0.0,0.0,4.224296569824219
2021-01-08 00:00:00-05:00,129.4973377139866,129.69292066160676,127.34605957812092,129.12576293945312,105158200,0.0,0.0,1.1050262451171875
2021-01-11 00:00:00-05:00,126.3290819935513,127.28737565620342,125.65435969810358,126.12372589111328,100384500,0.0,0.0,-3.0020370483398438
2021-01-12 00:00:00-05:00,125.654386747742,126.81803676333126,124.05070489892532,125.94774627685548,91951100,0.0,0.0,-0.1759796142577983
2021-01-13 00:00:00-05:00,125.90861140858,128.5390438917467,125.64460128697972,127.99144744873048,88636800,0.0,0.0,2.043701171875
2021-01-14 00:00:00-05:00,127.90343555467705,128.09900356831466,125.9086030212775,126.05529022216795,90221800,0.0,0.0,-1.9361572265625284
2021-01-15 00:00:00-05:00,125.92815967578036,127.33627319568878,124.18757905280532,124.32447814941406,111598500,0.0,0.0,-1.730812072753892
2021-01-19 00:00:00-05:00,124.9503184351622,125.8597314002734,124.12892376536658,124.99921417236328,90757300,0.0,0.0,0.6747360229492188
2021-01-20 00:00:00-05:00,125.81081955583028,129.55600574850897,125.70325491611274,129.10618591308594,104319500,0.0,0.0,4.106971740722656
2021-01-21 00:00:00-05:00,130.83698261117812,136.57698583657466,130.63162652639653,133.8389892578125,120150900,0.0,0.0,4.7328033447265625
2021-01-22 00:00:00-05:00,133.26207173690767,136.75302107945785,132.0299798682395,135.99029541015625,114459400,0.0,0.0,2.15130615234375
2021-01-25 00:00:00-05:00,139.90172260354075,141.8769789688564,133.51631569933016,139.75503540039062,157611700,0.0,0.0,3.764739990234375
2021-01-26 00:00:00-05:00,140.41998943906498,141.10448498155603,138.23936196107263,139.98973083496094,98390600,0.0,0.0,0.2346954345703125
2021-01-27 00:00:00-05:00,140.2537497289202,141.10449381150278,137.30063807210604,138.91409301757812,140843800,0.0,0.0,-1.0756378173828125
2021-01-28 00:00:00-05:00,136.43033358916676,138.8456366294971,133.67277533095648,134.05413818359375,142621100,0.0,0.0,-4.859954833984375
2021-01-29 00:00:00-05:00,132.822059963538,133.71191168514858,127.3265190787023,129.0377655029297,177523800,0.0,0.0,-5.0163726806640625
2021-02-01 00:00:00-05:00,130.7881317015279,132.38204043638706,128.0305729028797,131.16949462890625,106239800,0.0,0.0,2.1317291259765625
2021-02-02 00:00:00-05:00,132.72425930217142,133.29141701118044,131.62906644112428,132.0006561279297,83305400,0.0,0.0,0.8311614990234375
2021-02-03 00:00:00-05:00,132.75359589858172,132.76338399842402,130.6512135144698,130.97390747070312,89880900,0.0,0.0,-1.0267486572265625
2021-02-04 00:00:00-05:00,133.28161497157146,134.35724632121585,131.60947666391564,134.34747314453125,84183100,0.0,0.0,3.373565673828125
2021-02-05 00:00:00-05:00,134.50906698821814,134.5776113420526,133.0498806774307,133.93125915527344,75693800,0.205,0.0,-0.4162139892578125
2021-02-08 00:00:00-05:00,133.2163829876538,134.12715483434243,132.12934139571024,134.07818603515625,71297200,0.0,0.0,0.1469268798828125
2021-02-09 00:00:00-05:00,133.79420674398077,135.02815501734196,133.04014384712997,133.1968231201172,76774200,0.0,0.0,-0.8813629150390625
