Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-03-21,6.565136229279191,6.707422855808782,6.4153616348216405,6.6100687980651855,451492,0.0,0.0
2022-03-22,6.622550771490402,6.729889111014202,6.4553020188587205,6.537678241729736,454156,0.0,0.0
2022-03-23,6.465286127222804,6.565136012267897,6.332985208083734,6.340473651885986,324564,0.0,0.0
2022-03-24,6.470279273747879,7.004476559855879,6.427843009591141,6.9670329093933105,491844,0.0,0.0
2022-03-25,6.90961925287282,6.9795139398265915,6.752355254983141,6.8571977615356445,260084,0.0,0.0
2022-03-28,6.847212163095792,6.972024632780741,6.732384443402309,6.964535713195801,247892,0.0,0.0
2022-03-29,7.104326609688114,7.151755488584211,6.93957416312468,7.07187557220459,323252,0.0,0.0
2022-03-30,7.004476110539797,7.031935007974471,6.822250007488528,6.854701042175293,281028,0.0,0.0
2022-03-31,6.8771681583220765,6.979514364261221,6.754851972592901,6.767333507537842,202844,0.0,0.0
2022-04-01,6.752354526794947,6.752354526794947,6.495241139876629,6.607572078704834,286008,0.0,0.0
2022-04-04,6.58510570118122,6.787302245188551,6.58510570118122,6.759843349456787,176116,0.0,0.0
2022-04-05,6.717408337172882,6.717408337172882,6.385407124738779,6.39788818359375,427104,0.0,0.0
2022-04-06,6.17572107420418,6.240623616955129,5.931088742688771,6.030938625335693,700540,0.0,0.0
2022-04-07,6.045915969394173,6.085855922325391,5.8062762518068665,5.9760212898254395,300848,0.0,0.0
2022-04-08,5.918607678462863,5.918607678462863,5.69644161246541,5.716411590576172,312872,0.0,0.0
2022-04-11,5.491748249011598,5.4942445553503045,5.359446869790671,5.401883125305176,504528,0.0,0.0
2022-04-12,5.549163931171598,5.606577569959078,5.254606339309668,5.3245015144348145,259208,0.0,0.0
2022-04-13,5.351959500802956,5.531689308158045,5.304530623094115,5.489253044128418,319484,0.0,0.0
2022-04-14,5.566636566623593,5.606576523203423,5.229643242496506,5.252109527587891,247412,0.0,0.0
2022-04-18,5.242124265406722,5.4418240469734815,5.214665366895604,5.364440441131592,794968,0.0,0.0
2022-04-19,5.374425697659868,5.524200296593034,5.272079499532014,5.474275588989258,435072,0.0,0.0
2022-04-20,5.549161712877522,5.5915979672177105,5.242123183539429,5.314514636993408,267272,0.0,0.0
2022-04-21,5.341974210882199,5.504230344581629,4.932589416418068,4.992499351501465,559340,0.0,0.0
2022-04-22,5.0299426603620905,5.037431580285425,4.810272913284169,4.820257663726807,420380,0.0,0.0
2022-04-25,4.740378100374416,4.917612075805664,4.702934450278808,4.917612075805664,483060,0.0,0.0
2022-04-26,4.870182758909364,4.870182758909364,4.603084142577371,4.638031482696533,275556,0.0,0.0
2022-04-27,4.560648324463275,4.720408153194826,4.523204674119549,4.528196811676025,435012,0.0,0.0
2022-04-28,4.685460491333903,4.922603911479219,4.570632765143754,4.855205535888672,238132,0.0,0.0
2022-04-29,4.807776907236815,4.9500630618235855,4.568136692047119,4.568136692047119,179292,0.0,0.0
2022-05-02,4.578121363067807,4.822753686011149,4.54317402439641,4.812768936157227,407112,0.0,0.0
2022-05-03,4.792800214777793,4.875176446151071,4.742875024075603,4.837732315063477,258860,0.0,0.0
2022-05-04,4.917611834850889,4.982513904571533,4.638031674000414,4.982513904571533,445736,0.0,0.0
2022-05-05,4.882664277379547,4.882664277379547,4.555655700161521,4.658001899719238,306788,0.0,0.0
2022-05-06,4.595595617672154,4.802784321836534,4.443324235002748,4.585610866546631,635840,0.0,0.0
2022-05-09,4.453309191214483,4.475775475031876,4.14627061387254,4.188706874847412,646556,0.0,0.0
2022-05-10,4.363443795051855,4.480767820443761,4.198691374322838,4.32849645614624,250020,0.0,0.0
2022-05-11,4.286059781719877,4.348466010064009,4.078871122662227,4.083863735198975,85784,0.0,0.0
2022-05-12,4.018962287755708,4.138782164319693,3.8392322348487986,3.9765260219573975,476928,0.0,0.0
2022-05-13,4.123804623745752,4.398392186308144,4.091353110977569,4.343474388122559,342576,0.0,0.0
2022-05-16,4.3185114407335226,4.353459257465456,4.243624146248449,4.246120452880859,93440,0.0,0.0
2022-05-17,4.45081338308095,4.4982422626880565,4.350963486109567,4.465790748596191,211272,0.0,0.0
2022-05-18,4.363443497213019,4.448316008294976,4.146270082949349,4.153758525848389,271496,0.0,0.0
2022-05-19,4.17372874378765,4.3484663888197375,4.1188114294652864,4.218661308288574,202176,0.0,0.0
2022-05-20,4.268587137652254,4.268587137652254,3.8816683815159045,4.1013383865356445,252708,0.0,0.0
2022-05-24,4.071382769752156,4.071382769752156,3.8866603653129506,3.96903657913208,154364,0.0,0.0
2022-05-25,3.949066915283354,4.193699269511811,3.949066915283354,4.178721904754639,258496,0.0,0.0
2022-05-26,3.94906786163962,4.4433253021669294,3.94906786163962,4.37842321395874,390512,0.0,0.0
2022-05-27,4.478271891572584,4.6380317127523645,4.478271891572584,4.610572814941406,283412,0.0,0.0
2022-05-30,4.7478670937411,4.750363400602047,4.618061993702908,4.692949295043945,84028,0.0,0.0
2022-05-31,4.675475492396823,4.692949163812985,4.508226746364963,4.605580806732178,187948,0.0,0.0
2022-06-01,4.585611138601105,4.662994749871811,4.4632944781733235,4.538182258605957,141852,0.0,0.0
2022-06-02,4.510722516097158,4.812768936157227,4.468286257943984,4.812768936157227,270512,0.0,0.0
2022-06-03,4.675475492396823,4.722904369184859,4.558151929944142,4.605580806732178,234124,0.0,0.0
2022-06-06,4.715415316621093,4.732888987547403,4.560648108883637,4.610572814941406,174484,0.0,0.0
2022-06-07,4.518212049905111,4.658001899719238,4.46579055864866,4.658001899719238,108128,0.0,0.0
2022-06-08,4.609071213830274,4.703949440869184,4.5541420398035255,4.581606864929199,92588,0.001007,0.0
2022-06-09,4.526677648518312,4.6440270207751615,4.43179988861084,4.43179988861084,116704,0.0,0.0
2022-06-10,4.334424747893135,4.351902190227448,4.144668775274931,4.15964937210083,140224,0.0,0.0
2022-06-13,3.9474228918913323,3.992364924894751,3.835067214101994,3.85504150390625,142496,0.0,0.0
2022-06-14,3.865028702575744,3.9199581193577444,3.7826346964589037,3.8775126934051514,270036,0.0,0.0
2022-06-15,3.9499202820485992,4.119702017132438,3.9124685407741593,4.069766044616699,142864,0.0,0.0
2022-06-16,3.89748696328177,3.9024806548325723,3.7751443776349354,3.8026089668273926,228616,0.0,0.0
2022-06-17,3.8400611364327033,3.909971154949845,3.7551702806057228,3.897487163543701,190788,0.0,0.0
2022-06-20,3.957410253240395,3.957410253240395,3.870022551982945,3.9449262619018555,33800,0.0,0.0
2022-06-21,4.0472942083278465,4.157153043227989,4.034810455458928,4.064772129058838,202076,0.0,0.0
2022-06-22,3.964899669221401,4.08224878067272,3.964899669221401,4.004848480224609,153860,0.0,0.0
2022-06-23,4.052287910344387,4.052287910344387,3.8850032879716396,3.9798810482025146,62980,0.0,0.0
2022-06-24,4.049790987027815,4.17712726432391,4.034810388588462,4.169637203216553,142720,0.0,0.0
2022-06-27,4.249534222491489,4.249534222491489,4.079752525051463,4.134681701660156,92252,0.0,0.0
2022-06-28,4.144669281546727,4.204592152394494,3.904977560043335,3.904977560043335,241636,0.0,0.0
2022-06-29,3.9124675988373254,3.9124675988373254,3.7202147700292496,3.787628173828125,169956,0.0,0.0
2022-06-30,3.77264768454596,3.795118821209384,3.645311640307103,3.7102279663085938,120308,0.0,0.0
2022-07-04,3.78263435558966,3.845054065999472,3.780137748138615,3.8325703144073486,128220,0.0,0.0
2022-07-05,3.490510535469926,3.6677825450897217,3.450561953828112,3.6677825450897217,263928,0.0,0.0
2022-07-06,3.690253942750485,3.7526736655079604,3.6353247581647956,3.7002410888671875,80328,0.0,0.0
2022-07-07,3.7676539613430022,3.8949902345837257,3.7676539613430022,3.885003089904785,140188,0.0,0.0
2022-07-08,3.7826346964589037,3.9199581193577444,3.7726475514178417,3.8775126934051514,67144,0.0,0.0
2022-07-11,3.7876279205789336,3.7876279205789336,3.6827627915337358,3.707730770111084,77944,0.0,0.0
2022-07-12,3.7451830705128555,3.7601639075643307,3.6378210796288757,3.677769660949707,74276,0.0,0.0
2022-07-13,3.5778983094816486,3.747680023039831,3.5529303263893275,3.7227120399475098,124332,0.0,0.0
2022-07-14,3.6952471263682343,3.7826345833360504,3.6178465760304928,3.7526731491088867,87728,0.0,0.0
2022-07-15,3.8375639627571836,3.847551107406616,3.792621692778582,3.847551107406616,170792,0.0,0.0
2022-07-18,3.997358993729254,4.122198435846128,3.922455280836662,3.9324424266815186,365860,0.0,0.0
2022-07-19,4.039804448246324,4.187115028959238,3.972391034789631,4.162147045135498,233564,0.0,0.0
2022-07-20,4.154656055099696,4.3818637783489205,4.112210630084751,4.3593926429748535,488200,0.0,0.0
2022-07-21,4.381864708599475,4.431800681415172,4.291980624245844,4.406832695007324,483908,0.0,0.0
2022-07-22,4.3843602581764305,4.3843602581764305,4.194604284312243,4.23455286026001,284256,0.0,0.0
2022-07-25,4.172133221929182,4.172133221929182,4.077255471492156,4.167140007019043,188068,0.0,0.0
2022-07-26,4.114707646183964,4.129688721203374,4.0323136384758085,4.054784774780273,123080,0.0,0.0
2022-07-27,4.159649412552859,4.3868571175576685,4.159649412552859,4.356895923614502,297456,0.0,0.0
2022-07-28,4.3768711750172775,4.4367940523174525,4.272006020685798,4.394348621368408,222924,0.0,0.0
2022-07-29,4.3444119139193464,4.456767587404821,4.334425007512091,4.446780204772949,292548,0.0,0.0
2022-08-02,4.421812069031507,4.626549119768687,4.421812069031507,4.544155120849609,263176,0.0,0.0
2022-08-03,4.451774008228991,4.636536305551228,4.451774008228991,4.614065170288086,176468,0.0,0.0
2022-08-04,4.619058413717716,4.701452409616129,4.58660037494392,4.688968658447266,297516,0.0,0.0
2022-08-05,4.581606946365317,4.693962141993177,4.571619563878605,4.636536121368408,143024,0.0,0.0
2022-08-08,4.2944771836582625,4.454271524035415,4.224566921630909,4.346909523010254,686788,0.0,0.0
2022-08-09,4.23205795176083,4.2645160023378805,4.094734257843145,4.187115669250488,387900,0.0,0.0
2022-08-10,4.314451734329225,4.4268069580446054,4.239547775627577,4.416820049285889,374608,0.0,0.0
2022-08-11,4.439289580527106,4.576612740712056,4.369379339651837,4.391850471496582,397412,0.0,0.0
2022-08-12,4.419316336409266,4.531671545909705,4.406832106759439,4.484232425689697,245180,0.0,0.0
2022-08-15,4.561633098049169,4.678981996250602,4.556639406323665,4.646523952484131,347480,0.0,0.0
2022-08-16,4.636536080099616,4.664000905469008,4.546651543417684,4.609071254730225,124052,0.0,0.0
