Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-03 00:00:00-05:00,24.417390898008602,25.03536261217164,23.74051713033436,23.90823745727539,410178000,0.0,0.0
2022-02-04 00:00:00-05:00,23.93219958069796,24.594098913145782,23.592763927946162,24.278623580932617,354829000,0.0,0.0
2022-02-07 00:00:00-05:00,24.33153512640469,25.140189757444848,24.161817299723978,24.68694496154785,376868000,0.0,0.0
2022-02-08 00:00:00-05:00,24.318553961718123,25.18810805676173,23.940183536658417,25.06631088256836,410359000,0.0,0.0
2022-02-09 00:00:00-05:00,25.57945595604167,26.680625130900797,25.310903513084142,26.66065788269043,524282000,0.0,0.0
2022-02-10 00:00:00-05:00,25.95183971761828,26.880293981086723,25.5574951037571,25.7811222076416,513200000,0.0,0.0
2022-02-11 00:00:00-05:00,25.872972059764827,26.108580290162383,23.733530430639423,23.909236907958984,605472000,0.0,0.0
2022-02-14 00:00:00-05:00,23.89426018632499,24.833697741952953,23.715556543470306,24.226707458496094,440424000,0.0,0.0
2022-02-15 00:00:00-05:00,24.90757522618656,26.50092597097795,24.74285017482241,26.45100975036621,699869000,0.0,0.0
2022-02-16 00:00:00-05:00,26.215399506016617,26.537863140940146,25.509572699884902,26.46697998046875,732676000,0.0,0.0
2022-02-17 00:00:00-05:00,25.58744515408169,25.742188489947967,24.124879275099264,24.466310501098633,810595000,0.0,0.0
2022-02-18 00:00:00-05:00,24.627042548149433,24.944515359213792,23.061647038575398,23.602746963500977,761255000,0.0,0.0
2022-02-22 00:00:00-05:00,22.99675186607909,24.02404261438531,22.96181013342797,23.35116195678711,633422000,0.0,0.0
2022-02-23 00:00:00-05:00,23.762480228980326,24.114894762773204,22.263972973204215,22.349828720092773,566511000,0.0,0.0
2022-02-24 00:00:00-05:00,20.980106579835613,23.76048227912368,20.855314126890256,23.708568572998047,735801000,0.0,0.0
2022-02-25 00:00:00-05:00,23.68161683082187,24.176791710137138,23.342181178525813,24.116891860961914,528866000,0.0,0.0
2022-02-28 00:00:00-05:00,23.952165801801094,24.624048730928077,23.667639149845247,24.344512939453125,477319000,0.0,0.0
2022-03-01 00:00:00-05:00,24.250670313442292,24.336527970457404,23.093594190990434,23.438020706176758,412056000,0.0,0.0
2022-03-02 00:00:00-05:00,23.720595472214217,24.372622143771075,23.38010408188159,24.183902740478516,389642000,0.004,0.0
2022-03-03 00:00:00-05:00,24.225841178728494,24.289746880511846,23.434023727575262,23.678659439086914,365095000,0.0,0.0
2022-03-04 00:00:00-05:00,23.349147638387194,23.644705987099492,22.44849161526162,22.90181541442871,431415000,0.0,0.0
2022-03-07 00:00:00-05:00,22.782995888751245,22.99867549826124,21.29821241150466,21.320178985595703,450821000,0.0,0.0
2022-03-08 00:00:00-05:00,21.277244887363725,22.339658469044437,20.619226547130868,21.4819393157959,557467000,0.0,0.0
2022-03-09 00:00:00-05:00,22.353637466700135,23.18539629219071,22.213846707628193,22.979703903198242,492742000,0.0,0.0
2022-03-10 00:00:00-05:00,22.497421709137242,22.754038666104996,21.849388760029175,22.62423324584961,428066000,0.0,0.0
2022-03-11 00:00:00-05:00,22.987691175359625,23.110508973479302,22.01314581208539,22.067066192626953,367209000,0.0,0.0
2022-03-14 00:00:00-04:00,21.836404432478595,22.2288183280392,21.127463579077336,21.298208236694336,385354000,0.0,0.0
2022-03-15 00:00:00-04:00,21.485932929645983,23.003668240603968,21.290225867496503,22.938764572143555,491996000,0.0,0.0
2022-03-16 00:00:00-04:00,23.46497586732154,24.56034103288872,23.13746559848117,24.459491729736328,671422000,0.0,0.0
2022-03-17 00:00:00-04:00,24.08405447817584,24.80497668926542,23.870372704390515,24.72909164428711,471941000,0.0,0.0
2022-03-18 00:00:00-04:00,24.762041757956382,26.529404378396535,24.58730332281658,26.413576126098633,730719000,0.0,0.0
2022-03-21 00:00:00-04:00,26.46749755994307,27.111536797188958,25.928301387968048,26.69415855407715,591727000,0.0,0.0
2022-03-22 00:00:00-04:00,26.687170788445144,27.197410882322774,26.0331480863701,26.484474182128906,547007000,0.0,0.0
2022-03-23 00:00:00-04:00,26.087061996597562,26.572337736823552,25.536884501786002,25.595796585083008,502120000,0.0,0.0
2022-03-24 00:00:00-04:00,26.127003227501213,28.277792290524687,25.86838845744835,28.10804557800293,877379000,0.0,0.0
2022-03-25 00:00:00-04:00,27.84444125922463,28.315737960951427,27.230358020391172,27.65073013305664,579016000,0.0,0.0
2022-03-28 00:00:00-04:00,27.71463915464083,28.20790248898893,27.16545760949653,28.17694854736328,425494000,0.0,0.0
2022-03-29 00:00:00-04:00,28.65223794852146,28.90286335581957,27.938303300567007,28.613296508789062,488984000,0.0,0.0
2022-03-30 00:00:00-04:00,28.261818392904335,28.453531684725228,27.462011557556274,27.648733139038086,463487000,0.0,0.0
2022-03-31 00:00:00-04:00,27.740595719601412,28.20590083771921,27.22935962818796,27.24533462524414,523440000,0.0,0.0
2022-04-01 00:00:00-04:00,27.334201718327474,27.45502167568153,26.22785322218946,26.672189712524414,517235000,0.0,0.0
2022-04-04 00:00:00-04:00,26.688169090583745,27.516932102328365,26.573340698508392,27.31922721862793,397120000,0.0,0.0
2022-04-05 00:00:00-04:00,27.213383261698006,27.278286925906624,25.781520326802593,25.89235496520996,436615000,0.0,0.0
2022-04-06 00:00:00-04:00,24.896841501331597,25.26229528368632,23.967229191023403,24.37062644958496,703833000,0.0,0.0
2022-04-07 00:00:00-04:00,24.404575242698815,24.685156601846888,23.443011069347975,24.17192268371582,557992000,0.0,0.0
2022-04-08 00:00:00-04:00,23.881358180997356,23.887349757691915,23.027632777767174,23.08454704284668,524781000,0.0,0.0
2022-04-11 00:00:00-04:00,22.180892796983603,22.286733808249235,21.6277176293122,21.884334564208984,575207000,0.0,0.0
2022-04-12 00:00:00-04:00,22.503415908741765,22.69113547598353,21.250285049288504,21.471954345703125,662258000,0.0,0.0
2022-04-13 00:00:00-04:00,21.695619837482337,22.466468701458307,21.423025967810332,22.169910430908203,516943000,0.0,0.0
2022-04-14 00:00:00-04:00,22.471465738463483,22.7430617112893,21.13146632115292,21.2263240814209,569097000,0.0,0.0
2022-04-18 00:00:00-04:00,21.16840467453315,22.055079798830953,21.047584721206718,21.75053596496582,525701000,0.0,0.0
2022-04-19 00:00:00-04:00,21.68762874329456,22.339655417772782,21.28223369143071,22.1649169921875,512781000,0.0,0.0
2022-04-20 00:00:00-04:00,22.48344487985388,22.636216754071228,21.16840806534413,21.449987411499023,468974000,0.0,0.0
2022-04-21 00:00:00-04:00,21.676646537173266,22.35862922051823,19.970193839272593,20.152921676635742,656209000,0.0,0.0
2022-04-22 00:00:00-04:00,20.272743870360657,20.45547172662698,19.47094100755707,19.485918045043945,624713000,0.0,0.0
